,product_name,category,brand,price,img_url,product_description,product_url,available,delivery,currency,source_name,rating,release_date,secure,product_id
0,Us. Polo Assn. Cotton Contrast-Logo Ribbed Trims Round-Neck Sweatshirt For Boys,Clothes,Polo,25.0,https://m.media-amazon.com/images/I/610zGpHMF0L._AC_SY550_.jpg,100% Cotton,https://www.amazon.eg/-/en/US-Polo-Assn-Contrast-Logo-Round-Neck/dp/B08WJNLZF6/ref=lp_18018165031_1_11?th=1,True,True,EGP,Amazon,4.2 out of 5,"October 7,2021",False,gtb3lrgxrwwf
