Product Currency,Product Price,Product Page Link,Product Image Link,Category,Sub-Category
EGP,35,https://www.jumia.com.eg/clorox-clothes-stain-remover-900ml-17653083.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/035671/1.jpg?9518,Supermarket,Household Supplies
EGP,21,https://www.jumia.com.eg/clorox-5x1-disinfecting-household-cleaner-sea-breeze-700ml-17653065.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/035671/1.jpg?6624,Supermarket,Household Supplies
EGP,34,https://www.jumia.com.eg/clorox-kitchen-cleaner-trigger-500ml-17653086.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/035671/1.jpg?6630,Supermarket,Household Supplies
EGP,18,https://www.jumia.com.eg/harpic-waves-marine-splash-toilet-cleaner-35gm-20134921.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/943102/1.jpg?9832,Supermarket,Household Supplies
EGP,65,https://www.jumia.com.eg/clorox-kitchen-cleaner-trigger-clorox-bathroom-cleaner-trigger-500ml-19942503.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/524991/1.jpg?5057,Supermarket,Household Supplies
EGP,13,https://www.jumia.com.eg/cool-soap-165g-dettol-mpg157678.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/606201/1.jpg?8466,Supermarket,Household Supplies
EGP,55,https://www.jumia.com.eg/clorox-5x1-disinfecting-household-cleaner-sea-breeze-3.0l-17653071.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/035671/1.jpg?6611,Supermarket,Household Supplies
EGP,46,https://www.jumia.com.eg/veroll-anti-septic-cleaner-125-ml-8-pcs-2-pcs-2087049.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/07802/1.jpg?0198,Supermarket,Household Supplies
EGP,38,https://www.jumia.com.eg/pine-scent-sprayer-with-antiseptic-550ml-spare-550ml-gift-kitchen-towel-veroll-mpg157080.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/73774/1.jpg?3964,Supermarket,Household Supplies
EGP,28,https://www.jumia.com.eg/window-cleaner-450ml-2-pcs-cleaning-pad-veroll-mpg149566.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/71102/1.jpg?6540,Supermarket,Household Supplies
EGP,25,https://www.jumia.com.eg/harpic-toilet-block-with-lavender-and-sage-scent-40-g-20134919.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/943102/1.jpg?6099,Supermarket,Household Supplies
EGP,36,https://www.jumia.com.eg/veroll-glass-cleaner-with-peach-500-ml-3-pcs-2-gift-towels-13467785.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/776431/1.jpg?2711,Supermarket,Household Supplies
EGP,199,https://www.jumia.com.eg/antiseptic-disinfectant-all-purpose-surface-cleaner-725ml-3-pcs-dettol-mpg816328.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/227022/1.jpg?0154,Supermarket,Household Supplies
EGP,49,https://www.jumia.com.eg/original-anti-bacterial-liquid-hand-wash-200-ml-2-pcs-dettol-mpg816322.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/227022/1.jpg?8745,Supermarket,Household Supplies
EGP,169,https://www.jumia.com.eg/finish-dishwasher-tabs-13-tabs-3-packs-20134914.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/943102/1.jpg?4265,Supermarket,Household Supplies
EGP,157,https://www.jumia.com.eg/dettol-all-purpose-surface-antiseptic-disinfectant-950-ml-2-pcs-21939111.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/193912/1.jpg?9423,Supermarket,Household Supplies
EGP,70,https://www.jumia.com.eg/vanish-liquid-fabric-stain-remover-900ml-2pack-18312465.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/421381/1.jpg?3898,Supermarket,Household Supplies
EGP,116,https://www.jumia.com.eg/dettol-family-pack-30-off-21116945.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/961112/1.jpg?8446,Supermarket,Household Supplies
EGP,285,https://www.jumia.com.eg/performax-intense-condoms-10-pcs-3-packs-durex-mpg816291.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/227022/1.jpg?7187,Supermarket,Household Supplies
EGP,32,https://www.jumia.com.eg/harpic-wave-in-toilet-block-sparkling-citrus-2-pcs-20134917.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/943102/1.jpg?9761,Supermarket,Household Supplies
EGP,285,https://www.jumia.com.eg/extra-safe-condoms-12-pcs-3-packs-durex-mpg816334.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/227022/1.jpg?7156,Supermarket,Household Supplies
EGP,285,https://www.jumia.com.eg/pleasure-me-condoms-12-pcs-3-packs-durex-mpg816289.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/227022/1.jpg?7227,Supermarket,Household Supplies
EGP,179,https://www.jumia.com.eg/regular-powder-dishwasher-detergent-1kg-21-pack-finish-mpg157781.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/421381/1.jpg?9964,Supermarket,Household Supplies
EGP,35,https://www.jumia.com.eg/performax-intense-3-pcs-durex-mpg816288.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/707712/1.jpg?1348,Supermarket,Household Supplies
EGP,45,https://www.jumia.com.eg/vanish-liquid-white-stain-remover-450ml-bundle-of-2-20134924.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/943102/2.jpg?5747,Supermarket,Household Supplies
EGP,109,https://www.jumia.com.eg/fetherlite-ultra-10-pcs-durex-mpg816290.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/707712/1.jpg?1224,Supermarket,Household Supplies
EGP,38,https://www.jumia.com.eg/wax-strips-for-sensitive-skin-12-pcs-veet-mpg816264.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/327712/1.jpg?9537,Supermarket,Household Supplies
EGP,13,https://www.jumia.com.eg/cleaning-brush-3-pcs-generic-mpg99132.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/37732/1.jpg?9757,Supermarket,Household Supplies
EGP,39,https://www.jumia.com.eg/surface-disinfectant-cleaner-with-trigger-spray-500-ml-dettol-mpg816276.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/607712/1.jpg?1073,Supermarket,Household Supplies
EGP,78,https://www.jumia.com.eg/generic-home-glass-cleaner-500ml-12-pcs-13268864.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/886231/1.jpg?7090,Supermarket,Household Supplies
EGP,32,https://www.jumia.com.eg/harpic-wave-in-toilet-block-sparkling-citrus-2-pcs-20134917.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/943102/1.jpg?9761,Supermarket,Household Supplies
EGP,58,https://www.jumia.com.eg/generic-microfiber-reversible-drying-mat-18529941.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/992581/1.jpg?7928,Supermarket,Household Supplies
EGP,21,https://www.jumia.com.eg/original-hand-sanitizer-50-ml.-dettol-mpg816297.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/707712/1.jpg?0668,Supermarket,Household Supplies
EGP,20,https://www.jumia.com.eg/harpic-waves-purple-lavender-toilet-cleaner-35gm-20134920.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/943102/1.jpg?9808,Supermarket,Household Supplies
EGP,39,https://www.jumia.com.eg/microfiber-cleaning-towel-4-pcs-generic-mpg765273.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/288681/1.jpg?2845,Supermarket,Household Supplies
EGP,29,https://www.jumia.com.eg/4-in-1-multi-action-cleaner-aqua-650-ml-dettol-mpg816247.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/327712/1.jpg?9831,Supermarket,Household Supplies
EGP,18,https://www.jumia.com.eg/harpic-waves-marine-splash-toilet-cleaner-35gm-20134921.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/943102/1.jpg?9832,Supermarket,Household Supplies
EGP,5,https://www.jumia.com.eg/clorox-5x1-disinfecting-household-cleaner-pouch-lavender-200ml-17653056.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/035671/1.jpg?6627,Supermarket,Household Supplies
EGP,42,https://www.jumia.com.eg/arix-colorful-sponge-scourer-10-pcs-15304354.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/340351/1.jpg?7903,Supermarket,Household Supplies
EGP,59,https://www.jumia.com.eg/harpic-powder-plus-disinfectant-toilet-cleaner-700ml-2-pcs-21163719.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/736112/1.jpg?5507,Supermarket,Household Supplies
EGP,116,https://www.jumia.com.eg/4-in-1-aqua-multi-action-cleaner-1.8-l-2-pcs-dettol-mpg816315.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/617091/1.jpg?5148,Supermarket,Household Supplies
EGP,28,https://www.jumia.com.eg/harpic-original-power-plus-toilet-cleaner-700ml-22644538.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/544622/1.jpg?4158,Supermarket,Household Supplies
EGP,15,https://www.jumia.com.eg/easy-care-fresh-wipes-gardenia-40pcs-20552544.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/525502/1.jpg?2098,Supermarket,Household Supplies
EGP,5,https://www.jumia.com.eg/clorox-5x1-disinfecting-household-cleaner-pouch-sea-breeze-200ml-17653055.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/035671/1.jpg?6623,Supermarket,Household Supplies
EGP,24,https://www.jumia.com.eg/easy-care-fresh-wipes-gardenia-80-pcs-20552554.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/525502/1.jpg?9224,Supermarket,Household Supplies
EGP,30,https://www.jumia.com.eg/magnetic-double-sided-glass-window-cleaner-generic-mpg809547.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/020961/1.jpg?2984,Supermarket,Household Supplies
EGP,55,https://www.jumia.com.eg/general-dustpan-broom-set-19844418.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/444891/1.jpg?4454,Supermarket,Household Supplies
EGP,5,https://www.jumia.com.eg/clorox-5x1-disinfecting-household-cleaner-pouch-lemon-200ml-17653052.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/035671/1.jpg?6613,Supermarket,Household Supplies
EGP,65,https://www.jumia.com.eg/clorox-kitchen-cleaner-trigger-clorox-bathroom-cleaner-trigger-500ml-19942503.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/524991/1.jpg?5057,Supermarket,Household Supplies
EGP,12,https://www.jumia.com.eg/maxell-magic-floor-cleaner-winter-ice-scent-1liter-22140667.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/604122/1.jpg?1270,Supermarket,Household Supplies
EGP,26,https://www.jumia.com.eg/ultra-fast-kitchen-cleaning-spray-500-ml-cif-mpg831065.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/997622/1.jpg?8768,Supermarket,Household Supplies
EGP,12,https://www.jumia.com.eg/maxell-magic-floor-cleaner-lemon-fresh-scent-1-liter-22140663.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/604122/1.jpg?1252,Supermarket,Household Supplies
EGP,49,https://www.jumia.com.eg/stainless-steel-scourer-8-pcs-mr-cleaner-mpg188677.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/96506/1.jpg?4265,Supermarket,Household Supplies
EGP,37,https://www.jumia.com.eg/window-cleaner-450ml-3-pcs-cleaning-pad-2-pcs-veroll-mpg133655.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/71102/1.jpg?6509,Supermarket,Household Supplies
EGP,21,https://www.jumia.com.eg/clorox-multi-purpose-cleaner-1.89l-17653051.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/035671/1.jpg?6609,Supermarket,Household Supplies
EGP,100,https://www.jumia.com.eg/dettol-crisp-breeze-disinfectant-surface-spray-450ml-2-pcs-22142516.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/524122/1.jpg?5193,Supermarket,Household Supplies
EGP,100,https://www.jumia.com.eg/dettol-morning-dew-disinfectant-surface-spray-450ml-2-pcs-22142517.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/524122/1.jpg?5266,Supermarket,Household Supplies
EGP,71,https://www.jumia.com.eg/dettol-multi-action-all-purpose-surface-cleaner-jasmine-1.3l-650ml-21939099.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/093912/1.jpg?8706,Supermarket,Household Supplies
EGP,55,https://www.jumia.com.eg/harpic-active-fresh-disinfectant-toilet-cleaner-lavender-700ml-2-pcs-21163720.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/736112/1.jpg?5602,Supermarket,Household Supplies
EGP,45,https://www.jumia.com.eg/easy-care-antiseptic-liquid-cleaner-250-ml-21-free-20814360.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/341802/1.jpg?1663,Supermarket,Household Supplies
EGP,40,https://www.jumia.com.eg/dish-soap-5-l-900ml-sponge-yellow-vero-mpg133652.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/56702/1.jpg?5389,Supermarket,Household Supplies
EGP,21,https://www.jumia.com.eg/clorox-5x1-disinfecting-household-cleaner-sea-breeze-700ml-17653065.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/035671/1.jpg?6624,Supermarket,Household Supplies
EGP,26,https://www.jumia.com.eg/toilet-cleaner-peach-jasmine-450ml-harpic-mpg158836.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/421381/1.jpg?4255,Supermarket,Household Supplies
EGP,22,https://www.jumia.com.eg/clorox-5x1-disinfecting-household-cleaner-lemon-700ml-17653062.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/035671/1.jpg?6614,Supermarket,Household Supplies
EGP,46,https://www.jumia.com.eg/veroll-anti-septic-cleaner-125-ml-8-pcs-2-pcs-2087049.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/07802/1.jpg?0198,Supermarket,Household Supplies
EGP,116,https://www.jumia.com.eg/dettol-family-pack-30-off-21116945.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/961112/1.jpg?8446,Supermarket,Household Supplies
EGP,49,https://www.jumia.com.eg/generic-smart-kitchen-apron-waterproof-waterproof-multifunctional-kitchen-apron-green.-one-piece.-21327893.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/872312/1.jpg?1335,Supermarket,Household Supplies
EGP,108,https://www.jumia.com.eg/discount-nuts-roasted-salted-mix-nuts-500gm-15919434.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/491951/1.jpg?1032,Supermarket,Dried food & Nuts
EGP,260,https://www.jumia.com.eg/discount-nuts-roasted-salted-cashew-500gm-15787643.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/678751/1.jpg?0971,Supermarket,Dried food & Nuts
EGP,200,https://www.jumia.com.eg/discount-nuts-roasted-salted-almond-500gm-15787845.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/878751/1.jpg?1032,Supermarket,Dried food & Nuts
EGP,256,https://www.jumia.com.eg/iranian-roasted-salted-pistachio-500gm-generic-mpg731805.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/908271/1.jpg?0971,Supermarket,Dried food & Nuts
EGP,200,https://www.jumia.com.eg/discount-nuts-shelled-walnuts-500gm-15919440.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/491951/1.jpg?1032,Supermarket,Dried food & Nuts
EGP,190,https://www.jumia.com.eg/discount-nuts-roasted-hazelnuts-500g-15919439.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/491951/1.jpg?9109,Supermarket,Dried food & Nuts
EGP,250,https://www.jumia.com.eg/discount-nuts-roasted-salted-pistachio-500gm-15919433.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/491951/1.jpg?0971,Supermarket,Dried food & Nuts
EGP,38,https://www.jumia.com.eg/abu-auf-roasted-salted-cashews-50-gm-977303.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/3779/1.jpg?2279,Supermarket,Dried food & Nuts
EGP,60,https://www.jumia.com.eg/forno-baked-potato-chips-fusion-with-greek-mix-12pcs-x-41-45gm-pack-chipsy-mpg730661.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/415781/1.jpg?5285,Supermarket,Dried food & Nuts
EGP,20,https://www.jumia.com.eg/live-green-pretzel-cheese-flavor-180-gm-2049945.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/99402/1.jpg?7587,Supermarket,Dried food & Nuts
EGP,29,https://www.jumia.com.eg/abu-auf-roasted-salted-pistachio-50-gm-977301.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/3779/1.jpg?2059,Supermarket,Dried food & Nuts
EGP,40,https://www.jumia.com.eg/nabtah-chia-seeds-200-gm-21169708.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/796112/1.jpg?9549,Supermarket,Dried food & Nuts
EGP,45,https://www.jumia.com.eg/nabtah-quinoa-seeds-200-gm-21169710.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/796112/1.jpg?9549,Supermarket,Dried food & Nuts
EGP,40,https://www.jumia.com.eg/3attar-israa-tamarind-pack-300gm-21490205.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/209412/1.jpg?3177,Supermarket,Dried food & Nuts
EGP,30,https://www.jumia.com.eg/nabtah-sunflower-seeds-200-gm-21169709.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/796112/1.jpg?9549,Supermarket,Dried food & Nuts
EGP,100,https://www.jumia.com.eg/nabtah-quinoa-seeds-500gm-20584570.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/548502/1.jpg?1544,Supermarket,Dried food & Nuts
EGP,68,https://www.jumia.com.eg/my-way-dried-peaches-135gm-3pcs-14115865.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/851141/1.jpg?3029,Supermarket,Dried food & Nuts
EGP,30,https://www.jumia.com.eg/el-torr-fava-nuts-bbq-flavor-125-gm-17838198.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/183871/1.jpg?0169,Supermarket,Dried food & Nuts
EGP,30,https://www.jumia.com.eg/el-torr-fava-nuts-chilli-lemon-flavor-125-gm-17838200.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/283871/1.jpg?0169,Supermarket,Dried food & Nuts
EGP,70,https://www.jumia.com.eg/organic-nation-chia-seeds-200g-19525396.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/352591/1.jpg?0031,Supermarket,Dried food & Nuts
EGP,240,https://www.jumia.com.eg/daily-fresh-salted-pistachios-300gm-21039306.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/393012/1.jpg?1160,Supermarket,Dried food & Nuts
EGP,30,https://www.jumia.com.eg/el-torr-fava-nuts-salt-and-vinegar-flavor-125-gm-17838201.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/283871/1.jpg?0171,Supermarket,Dried food & Nuts
EGP,62,https://www.jumia.com.eg/3attar-al-ahlam-qamar-al-din-pack-400-g-21490204.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/209412/1.jpg?3132,Supermarket,Dried food & Nuts
EGP,100,https://www.jumia.com.eg/el-torr-fava-nuts-5-flavors-5-pcs-125-gm-17838204.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/283871/1.jpg?0169,Supermarket,Dried food & Nuts
EGP,60,https://www.jumia.com.eg/box-of-roasted-pistachio-100-gm-abu-auf-mpg697491.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/8539/1.jpg?1061,Supermarket,Dried food & Nuts
EGP,49,https://www.jumia.com.eg/my-way-dried-peaches-135gm-11920905.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/902911/1.jpg?7323,Supermarket,Dried food & Nuts
EGP,50,https://www.jumia.com.eg/organic-nation-raw-walnut-100g-20519364.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/391502/1.jpg?9646,Supermarket,Dried food & Nuts
EGP,80,https://www.jumia.com.eg/organic-nation-pumpkin-seeds-200g-19860266.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/206891/1.jpg?9552,Supermarket,Dried food & Nuts
EGP,30,https://www.jumia.com.eg/el-torr-fava-nuts-wasabi-flavor-125-gm-17838203.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/283871/1.jpg?0168,Supermarket,Dried food & Nuts
EGP,30,https://www.jumia.com.eg/el-torr-fava-nuts-cumin-flavor-125-gm-17838195.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/183871/1.jpg?0169,Supermarket,Dried food & Nuts
EGP,70,https://www.jumia.com.eg/organic-nation-sunflower-seeds-200g-19525397.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/352591/1.jpg?0031,Supermarket,Dried food & Nuts
EGP,80,https://www.jumia.com.eg/organic-nation-quinoa-seeds-200g-19525398.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/352591/1.jpg?0031,Supermarket,Dried food & Nuts
EGP,80,https://www.jumia.com.eg/organic-nation-salted-roasted-pistachio-with-pink-himalayan-125g-20269132.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/196202/1.jpg?5148,Supermarket,Dried food & Nuts
EGP,80,https://www.jumia.com.eg/organic-nation-roasted-salted-cashew-with-pink-himalayan-150g-20388457.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/488302/1.jpg?7543,Supermarket,Dried food & Nuts
EGP,80,https://www.jumia.com.eg/organic-nation-roasted-salted-almond-with-pink-himalayan-175g-20373532.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/537302/1.jpg?8286,Supermarket,Dried food & Nuts
EGP,80,https://www.jumia.com.eg/organic-nation-roasted-salted-hazelnut-with-pink-himalayan-175g-20299369.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/399202/1.jpg?4300,Supermarket,Dried food & Nuts
EGP,295,https://www.jumia.com.eg/generic-20-pairs-of-white-disposable-slippers-towelling-hotel-slippers-spa-slippers-guest-flip-flops-slipper-white-9180261.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/20819/1.jpg?7211,Fashion,Women's Shoes
EGP,135,https://www.jumia.com.eg/generic-shoes-darkblue-602-women-20130138.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/103102/1.jpg?3827,Fashion,Women's Shoes
EGP,"1,200",https://www.jumia.com.eg/adidas-women-sport-inspired-quesa-shoes-11850203.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/205811/1.jpg?7788,Fashion,Women's Shoes
EGP,"1,040",https://www.jumia.com.eg/adidas-women-sport-inspired-vs-advantage-clean-shoes-9539964.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/99359/1.jpg?7842,Fashion,Women's Shoes
EGP,115,https://www.jumia.com.eg/generic-lace-up-sneakers-modern-white-20191007.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/019102/1.jpg?3443,Fashion,Women's Shoes
EGP,170,https://www.jumia.com.eg/lace-up-leather-sneaker-white-silver-generic-mpg786177.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/429161/1.jpg?3910,Fashion,Women's Shoes
EGP,115,https://www.jumia.com.eg/generic-lace-up-sneakers-multi-colour-for-women-20191009.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/019102/1.jpg?3443,Fashion,Women's Shoes
EGP,87,https://www.jumia.com.eg/zoom-slippers-argument-beige-22021464.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/412022/1.jpg?8779,Fashion,Women's Shoes
EGP,149,https://www.jumia.com.eg/generic-lace-up-black-modern-fashionable-boot-16427094.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/072461/1.jpg?9885,Fashion,Women's Shoes
EGP,239,https://www.jumia.com.eg/zoom-stylish-lace-up-leather-boots-for-women-black-22639518.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/593622/1.jpg?7965,Fashion,Women's Shoes
EGP,87,https://www.jumia.com.eg/zoom-stylish-womens-slippers-black-22097455.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/479022/1.jpg?3470,Fashion,Women's Shoes
EGP,89,https://www.jumia.com.eg/generic-lifestylesh-slippers-braided-beige-22097444.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/479022/1.jpg?0007,Fashion,Women's Shoes
EGP,60,https://www.jumia.com.eg/onda-havana-flip-flop-slippers-for-women-pink-and-white-19587664.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/678591/1.jpg?7431,Fashion,Women's Shoes
EGP,87,https://www.jumia.com.eg/zoom-slippers-argument-white-21521407.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/412512/1.jpg?0110,Fashion,Women's Shoes
EGP,179,https://www.jumia.com.eg/generic-boot-suede-heeled-biada-black-21017629.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/671012/1.jpg?7368,Fashion,Women's Shoes
EGP,89,https://www.jumia.com.eg/generic-lifestylesh-slippers-braided-white-22255019.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/055222/1.jpg?1226,Fashion,Women's Shoes
EGP,99,https://www.jumia.com.eg/zoom-stylish-womens-slippers-sir-black-22340148.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/104322/1.jpg?1668,Fashion,Women's Shoes
EGP,87,https://www.jumia.com.eg/zoom-1-slipper-walking-transparent-beige-22327218.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/272322/1.jpg?8544,Fashion,Women's Shoes
