Product Name,Product Currency,Product Price,Product Brand,Product Description,Product Page Link,Product Image Link,Category,Sub-Category,Rating,Source,Available,Delivery,Release Date
Kemit 5w-40 HCS Engine Oil -  4L,EGP,625,Kemit,"-Kemit 5w-40 Hcs 
-100% made & packing in germany 
-High quality base oil 
-fully synthetic 
-15000 KM distance 
-API :SN/CF 
-ACEA : A3- / B4-12 
",https://www.jumia.com.eg/kemit-5w-40-hcs-engine-oil-4l-17359688.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/695371/1.jpg?4605,Automobile,Car Oils,0 out of 5,Jumia,True,True,"September 30,2021"
WOLVER Turbo Plus SAE 60 MONO API SL/CI4  5L,EGP,300,WOLVER,"-High wear protection 
-Excellent viscosity-temperature behaviour 
-Minimal frictional loss 
-High cleaning capability 
-High oxidation and temperature stability 
-Prevents black sludge formation 
",https://www.jumia.com.eg/wolver-turbo-plus-sae-60-mono-api-slci4-5l-21170876.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/807112/1.jpg?1607,Automobile,Car Oils,0 out of 5,Jumia,True,True,"September 30,2021"
Alpine 5W40 Car Oil - (4L) - (Super Plus),EGP,675,Alpine,"-10000 km 
-4 Liter (Super Plus) 
-API SN\ CF 
-Fully Synthetic 
-Hydrocracker bottom 
",https://www.jumia.com.eg/5w40-car-oil-4l-alpine-mpg175365.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/91727/1.jpg?8590,Automobile,Car Oils,4.1 out of 5,Jumia,True,True,"September 30,2021"
Mannol Universal Getriebeoel 80W-90 GL-4 - 1 Liter,EGP,90,Mannol,"-Mineral gear oil. 
-API GL-4. 
-Viscosity 80W-90 
-Suitable for most of MT Gears. 
-Suitable for Rear Axle Gears. 
-Long Life Service. 
",https://www.jumia.com.eg/mannol-universal-getriebeoel-80w-90-gl-4-1-liter-21527151.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/172512/1.jpg?0906,Automobile,Car Oils,0 out of 5,Jumia,True,True,"September 30,2021"
TOTAL Motor Oil 7000KM / 10w40 - 5L,EGP,390,TOTAL,"-Synthetic MultiGrade. 
-Fully-synthetic ultimate performance. 
-Engineered with expertise gained from the International. 
-“Grand Prix” racing for the ultimate performance. 
-Performance under extreme conditions. 
-Prevents friction at highest RPMs’. 
-Withstand temperatures above 300◦C. 
-4 liter capacity 
-For 5000 km or 6 months, whichever comes first 
",https://www.jumia.com.eg/total-motor-oil-7000km-10w40-5l-22782771.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/728722/1.jpg?2143,Automobile,Car Oils,0 out of 5,Jumia,True,True,"September 30,2021"
Kemit 15w-40 Super Engine Oil -   4L,EGP,340,Kemit,"-Kemit 15w-40 Super 
-100% made & packing in germany 
-High quality base oil 
-6000 KM distance 
-API :SF/CD 
",https://www.jumia.com.eg/kemit-15w-40-super-engine-oil-4l-17359693.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/695371/1.jpg?4605,Automobile,Car Oils,0 out of 5,Jumia,True,True,"September 30,2021"
Alpine 20W50 RSX Motor Oil - (5L) - (Super Plus),EGP,465,Alpine,"-10000 km 
-5 Liter (Super Plus) 
-API SN/CF 
-semi Synthetic 
-Hydrocracker bottom 
",https://www.jumia.com.eg/alpine-20w50-rsx-motor-oil-5l-super-plus-14387587.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/578341/1.jpg?0785,Automobile,Car Oils,4 out of 5,Jumia,True,True,"September 30,2021"
Kemit ATF Dexron VI Oil - 1L,EGP,230,Kemit,"-SKU: KE674OP1BGR1QNAFAMZ 
-Model: – 1L     -  10318-001 
-Production Country: Germany 
-Main Material: زيت فتيس اتوماتيك 
",https://www.jumia.com.eg/kemit-atf-dexron-vi-oil-1l-20532797.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/723502/1.jpg?9243,Automobile,Car Oils,0 out of 5,Jumia,True,True,"September 30,2021"
TOTAL Quartz 5w40 Ineo,EGP,590,TOTAL,"-SKU: TO845OP0JDHFINAFAMZ 
-Model: N/A 
-Production Country: Egypt 
-Size (L x W x H cm): 28*23 
-Color: Gray 
-Main Material: Oil 
",https://www.jumia.com.eg/total-quartz-5w40-ineo-22814523.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/541822/1.jpg?7724,Automobile,Car Oils,0 out of 5,Jumia,True,True,"September 30,2021"
Mitsubishi Atf Sp-Iii Automatic Transmission Fluid - Mz320101 - 5 Litres,EGP,700,Mitsubishi,"-SKU: MI861OP085RPCNAFAMZ 
-Model: MITSUBISHI AUTOMATIC TRANSMISSION FLUID ATF SP-III, MZ320101 - 5 LITRES 
-Production Country: Egypt 
-Size (L x W x H cm): 25 
-Color: Gray 
-Main Material: Oil 
",https://www.jumia.com.eg/mitsubishi-atf-sp-iii-automatic-transmission-fluid-mz320101-5-litres-21160731.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/706112/1.jpg?8224,Automobile,Car Oils,0 out of 5,Jumia,True,True,"September 30,2021"
Jespc Vnr-1200Va Power Inverter,EGP,1020,Jespc,"-Capacity: 1200VA/720W 
-Battery: 12V 
-Input Voltage 220/230/240V AC 
-Output Voltage: 220V AC 
-Transfer Time: Typical 15ms 
-Protection: Discharge, overcharge, overload, short circuit 
-DIMENSIONS (CM): 63.8 X 37 X 55.2 
-Other: LCD Display 
",https://www.jumia.com.eg/vnr-1200va-power-inverter-jespc-mpg122026.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/071391/1.jpg?4565,Automobile,Power & Battery,5 out of 5,Jumia,True,True,"September 30,2021"
Jespc Tr-500 Power Transformer,EGP,310,Jespc,"-input voltage AC 90v/110v/140v/160v/180v/220v 
-output voltage ac 90v/110v/140v/160v/180v/220v 
-500Watt 
-Weight: 20 Kg 
",https://www.jumia.com.eg/tr-500-power-transformer-jespc-mpg131835.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/071391/1.jpg?4565,Automobile,Power & Battery,0 out of 5,Jumia,True,True,"September 30,2021"
Jespc Vnr-600Va Power Inverter,EGP,750,Jespc,"-Capacity: 600VA/360W 
-Battery: 12V 
-Input Voltage 220/230/240V AC 
-Output Voltage: 220V AC 
-Transfer Time: Typical 15ms 
-Protection: Discharge, overcharge, overload, short circuit 
-DIMENSIONS (CM): 63.8 X 37 X 55.2 
-Other: LCD Display 
",https://www.jumia.com.eg/vnr-600va-power-inverter-jespc-mpg122029.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/071391/1.jpg?4565,Automobile,Power & Battery,5 out of 5,Jumia,True,True,"September 30,2021"
Universal 3.5mm Replacement Audio Cable Cord Wire W/Mic For Beats By Dr Dre Headphones,EGP,287,Universal,"-Replacement Mic Cable/Wire For Beats By Dr Dre Headphone Solo/Studio/Pro/Detox 
-This Replacement audio cable widely compatible for Beats by Dr Dre Headphones Solo/Studio/Pro/Detox/Wireless/Mixr/Executive/Pill. In-line microphone and control give you hands-free calls and easy operation for your music. The TPU material makes the cable soft, tangle-free and durable. 
-Widely compatible for Beats by Dr Dre Headphones Solo/Studio/Pro/Detox/Wireless/Mixr/Executive/Pill. 
-In-line microphone and control give you hands-free calls and easy operation for your music. 
-3.5mm plug, Two male plugs, one straight, one ""L"" . 
-Audio cable featuring a built-in remote mic for use with your smartphone, music player or tablet device. 
-Gold plated connectors, tangle free design, and Advanced Quadripole 4 twisted pair construction for perfectly balanced sound and extreme clarity. 
-The TPU material makes the cable soft, tangle-free and durable. 
-It will really bring you one big surprise for it's good quality. Great Gift for your friends and families! 
-Note:Remote control function only works on Apple iPod, iPad, iPhone. NOT for Samsung or other Android devices. 
-Compatible Headphones (but not limited to) 
-For Beats by Dr. Dre Studio 2 
-For Beats by Dr. Dre Studio Wireless 
-For Beats by Dr. Dre Solo 2 
-For Beats by Dr. Dre Solo 2 Wireless 
-For Beats by Dr. Dre Solo 3 
-For Beats by Dr. Dre Solo 3 wireless 
-For Beats by Dr. Dre Mixr 
-For Beats by Dr. Dre Pro 
-In-Line Remote Functions 
-Answer / hang up phone calls 
-Adjust high / low music volume 
-Select previous / next music track for iPod and iPhone 
-Activate Siri or Voice Command 
",https://www.jumia.com.eg/universal-3.5mm-replacement-audio-cable-cord-wire-wmic-for-beats-by-dr-dre-headphones-2585951.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/95852/1.jpg?9036,Automobile,Power & Battery,0 out of 5,Jumia,True,True,"September 30,2021"
High-Power Powerful Jump Starter - 50800 Mah,EGP,780,High-Power,"-Model Number: TM15 
-Brand: High Power 
-Number of Charging Ports: 2 
-Compatible Devices: Cars 
-Capacity: 50800 mAh 
-Type: Wired Power Bank 
",https://www.jumia.com.eg/powerful-jump-starter-50800-mah-high-power-mpg131824.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/90246/1.jpg?5365,Automobile,Power & Battery,3.8 out of 5,Jumia,True,True,"September 30,2021"
Kemei Km-6558,EGP,185,Kemei,"-Model Number: Kemei KM-6558
Target group: both genders
Number of heads: 3
Hair shaving and beard trimming head
A head to remove unwanted hair in the nose and ear, and a head to smooth the chin for a better appearance
How to use: dry use
Type: multi-use
Power source: battery
Speed ​​settings 
",https://www.jumia.com.eg/kemei-km-6558-22630828.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/803622/1.jpg?6333,Automobile,Power & Battery,0 out of 5,Jumia,True,True,"September 30,2021"
Force Battery For Emergency Light - 6V / 4A,EGP,185,Force,"-بطارية 6 فولت 4 أمبير 
-قابلة لإعادة الشحن : نعم 
-متوافق مع : كشاف الطوارئ و الالعاب 
-To Operate emergency light Lantern 
-To Operate children Electrical Car 
-To Operate Emergency Fans 
",https://www.jumia.com.eg/force-battery-for-emergency-light-6v-4a-20129684.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/692102/1.jpg?6883,Automobile,Power & Battery,0 out of 5,Jumia,True,True,"September 30,2021"
JOYROOM D-M229 15000mAh Car Jump Starter With Power Bank QC3.0 With Display,EGP,880,JOYROOM,"-Restart in second car battery savior, multi-function car emergency jump starter 
-Suitable for most models emergency power bank jump starter 
-High efficiency output, high-rate polymer battery energy storage, smooth current, safe and efficient 
-Large capacity power supply for long-term. Support up to 25 restart of the car with full battery 
-High-rate polymer battery, not afraid of low temperature, can still start successfully at minus 30°C 
-Provide long-term lighting in a dark environment. Crisis situation, can open the help mode 
-Nice design, high quality. Exclusive industrial design private model, surface carbon grain. Exquisite appearance and comfortable touch feeling 
-Dual USB interface digital charging for mobile phones. Smart adaptive charging management chip. Compatible with most digital devices on the market 
-Upgrade five protection smart outer holder 
",https://www.jumia.com.eg/d-m229-car-jump-starter-with-15000mah-power-bank-qc3.0-with-display-joyroom-mpg734367.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/887722/1.jpg?4508,Automobile,Power & Battery,4.4 out of 5,Jumia,True,True,"September 30,2021"
Hopson Multipurpose Ac-Dc Adaptor,EGP,105,Hopson,"-ادابتور، محول كهرباء، مخفض فولت، كهرباء، الكترونيات، مشغل كاسيت وراديو، 
-مشغل للساعات،لألعاب الأطفال،اكسسوار صوتيات ، مشغل سى دى، للتليفونات ، 
-بديل للبطاريات ، شاحن ، 
",https://www.jumia.com.eg/hopson-multipurpose-ac-dc-adaptor-22677544.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/577622/1.jpg?0305,Automobile,Power & Battery,0 out of 5,Jumia,True,True,"September 30,2021"
Brennenstuhl Premium Alu-Line Extension Socket 4-Way,EGP,350,Brennenstuhl,"-Suitable for industrial, trade and private use 
-Made from Aluminium with hard-wearing, matt-finished surfaces 
-Excess cable can be wound around the housing 
-Ideal for angular plugs, childproof sockets 
-Length: 1.8 m 
-Made in Germany. 
",https://www.jumia.com.eg/premium-alu-line-extension-socket-4-way-brennenstuhl-mpg54200.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/70041/1.jpg?5451,Automobile,Power & Battery,5 out of 5,Jumia,True,True,"September 30,2021"
VETO Car Power Inverter - 200Watt,EGP,1400,VETO,"-SKU: VE584VP0W9ZHENAFAMZ 
-Production Country: China 
-Size (L x W x H cm): 15 x 7.9 x 3.3 
-Color: Black 
-Main Material: plastic 
",https://www.jumia.com.eg/veto-car-power-inverter-200watt-20631245.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/213602/1.jpg?3893,Automobile,Power & Battery,0 out of 5,Jumia,True,True,"September 30,2021"
Jespc Tr-3000 Power Transformer,EGP,1085,Jespc,"-input voltage AC 90v/110v/140v/160v/180v/220v 
-output voltage ac 90v/110v/140v/160v/180v/220v 
-3000Watt 
-Weight: 20 Kg 
",https://www.jumia.com.eg/tr-3000-power-transformer-jespc-mpg132035.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/071391/1.jpg?4565,Automobile,Power & Battery,0 out of 5,Jumia,True,True,"September 30,2021"
Delphi Bmw I3 Original Charger,EGP,3000,Delphi,"-SKU: DE158VP1DX9PGNAFAMZ 
-Model: evsegy2001 
-Production Country: China 
-Color: black 
",https://www.jumia.com.eg/delphi-bmw-i3-original-charger-21435838.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/853412/1.jpg?9866,Automobile,Power & Battery,0 out of 5,Jumia,True,True,"September 30,2021"
High-Power Plus Powerful Jump Starter With Air Compressor - 50800 MAh,EGP,1000,High-Power,"-Plastic box 
-Starting current more than 200A and peak is 600 A 
-Air compressor 
-High power and high capacity battery with 50800 mAh. 
-The device comes in a strong plastic bag to keep machine and accessories safe. 
-Home charger with red lamp indicator and car charger to charge your device. 
-Main battery cable (red  / black-) (for the operation of the car in case of battery failure). 
-Extension cable for laptop charge and 8 adaptors for the most models. 
-powerful LED searchlight also operates an emergency on the road. 
-Flash light Blue/Red for emergency. 
-The device has 2  USB device to charge two devices at the same time. 
-Safety sharp cutter for cutting the stuck belt 
-Safety Hammer for glass broke. 
-power ON/OFF. 
-4 blue LED lamps for the machine charge levels 
-Laptop's, I-pad, I-phone, Android, Cameras, Mp3, Mp4, PSP as the device with multi-purpose link. 
-Air compressor with gauge for inflating tires , balls, bikes, bicycle, Zodiac, air mattress.....etc, and it comes with adaptors. 
-Can start the battery of vehicle, yachts, motorcycles when the battery failure or damage. 
",https://www.jumia.com.eg/high-power-plus-powerful-jump-starter-with-air-compressor-50800-mah-17846090.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/064871/1.jpg?9620,Automobile,Power & Battery,0 out of 5,Jumia,True,True,"September 30,2021"
Universal Replacement Quick Release Classic Strap For Xiaomi Huami Amazfit Smartwatch,EGP,278,Universal,"-100% brand new and high quality 
-High quality: solid genuine leather watch band replacement 
-Fashion and classic style: retro design, gives you an elegant feeling 
-Ideal watchband replacement: it is easy and good to replace your old or damaged watch strap 
-Useful spring bar pins: can replace spring bars when installing a new wristband or bracelet, help to keep your watch on your wrists 
",https://www.jumia.com.eg/universal-replacement-quick-release-classic-strap-for-xiaomi-huami-amazfit-smartwatch-2586126.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/16852/1.jpg?9091,Automobile,Power & Battery,0 out of 5,Jumia,True,True,"September 30,2021"
High-Power Automobile Emergency Mobile Power Supply Powerful Jump Starter,EGP,821,High-Power,"-The Car Jumper Starter is
just excellent! For the purpose of charging your car and devices it works
great! You must have a few times when your car wouldn’t start, but when using
this it actually can help you out. There is user-friendly design, simple
rectangle box, which makes it easy to travel and less space taken up, can fit
into our pocket, backpack, or glove box. Everything is just a simple plug in
and nothing else needs to be turned on or switched on for use. The power bank
is perfect for your car’s needs and even to charge up your other devices. 
",https://www.jumia.com.eg/high-power-automobile-emergency-mobile-power-supply-powerful-jump-starter-22650770.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/705622/1.jpg?0174,Automobile,Power & Battery,0 out of 5,Jumia,True,True,"September 30,2021"
Leoch Battery For Emergency Light Lantern - 6 V / 10 A,EGP,350,Leoch,"-To Operate emergency light Lantern 
-To Operate children Electrical Car 
-To Operate Emergency Fans 
",https://www.jumia.com.eg/leoch-battery-for-emergency-light-lantern-6-v-10-a-19599546.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/599591/1.jpg?6530,Automobile,Power & Battery,0 out of 5,Jumia,True,True,"September 30,2021"
Elm327 Mini ELM327 OBD2  Bluetooth Diagnostic Car Auto Interface Scanner,EGP,320,Elm327,"-Engine RPM 
-Calculated Load Value 
-Coolant Temperature 
-Fuel System Status 
-Vehicle Speed 
-Short Term Fuel Trim 
-Long Term Fuel Trim 
-Intake Manifold Pressure 
-Timing Advance 
-Intake Air Temperature 
-Air Flow Rate 
-Absolute Throttle Position 
-Oxygen sensor voltages/associated short term fuel trims 
-Fuel System status 
-Fuel Pressure 
",https://www.jumia.com.eg/mini-327-obd2-bluetooth-diagnostic-car-auto-interface-scanner-elm-mpg699907.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/32515/1.jpg?5236,Automobile,Tools & Equipment,3.7 out of 5,Jumia,True,True,"September 30,2021"
Vgate Elm327Bluetooth V2.1 Obdii/Obd-Ii/Obd2 Protocols Diagnostic Scan Tool,EGP,320,Vgate,"-1.Works with all OBD-II compliant vehicles 
-2.Wireless (Bluetooth) 5~10 meter 
-3.Software included for Palm, PDA,Mobile 
-4.Software included for Windows PC 
-5.Software included for Windows Smartphone 
",https://www.jumia.com.eg/elm327-bluetooth-status-light-torque-elm-327-v2.1-obdiiobd-iiobd2-protocols-car-auto-diagnostic-scan-tool-blue-generic-mpg175964.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/32515/1.jpg?6010,Automobile,Tools & Equipment,3.6 out of 5,Jumia,True,True,"September 30,2021"
Benetech Automotive Mini Coating Thickness Gauge,EGP,680,Benetech,"-Measure coating thickness of metal substrate surface. 
-Two modes : car/user. 
-three measurement ways: single measurements, continuous measurements, difference value measurement. 
-three calibration functions: zero calibration, two point calibration, and basic calibration. 
-Metric unit and imperial unit. 
-Auto power off. 
",https://www.jumia.com.eg/benetech-automotive-mini-coating-thickness-gauge-21031389.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/313012/1.jpg?9942,Automobile,Tools & Equipment,0 out of 5,Jumia,True,True,"September 30,2021"
Benetech Automotive Mini Coating Thickness Gauge,EGP,680,Benetech,"-Measure coating thickness of metal substrate surface. 
-Two modes : car/user. 
-three measurement ways: single measurements, continuous measurements, difference value measurement. 
-three calibration functions: zero calibration, two point calibration, and basic calibration. 
-Metric unit and imperial unit. 
-Auto power off. 
",https://www.jumia.com.eg/benetech-automotive-mini-coating-thickness-gauge-21031390.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/313012/1.jpg?9942,Automobile,Tools & Equipment,2 out of 5,Jumia,True,True,"September 30,2021"
Elm327 Super Mini ELM327 Bluetooth With Power Switch & Status Light Torque,EGP,299,Elm327,"-ELM327 Bluetooth OBD2 Scanner, Car Diagnostic, Code Readers & Scan Tools The newly developed wireless scan tool. It supports all OBD-II protocols. It is the latest version 1.5 Bluetooth connection, no Batteries, Cables, or Switches. Wireless Bluetooth) 5~ 10 meters. 
-Functions 
-1. Read diagnostic trouble codes, both generic and manufacturer-specific, and display their meaning (over 3000 generic code definitions in the database). 
-2. Clear trouble codes and turn off the MIL (""Check Engine"" light) 
-3. Display current sensor data, including: 
-Engine RPM, Calculated Load Value, Coolant Temperature, Fuel System Status, Vehicle Speed, Short Term Fuel Trim, Long Term Fuel Trim, Intake Manifold Pressure, Timing Advance, Intake Air Temperature, Air Flow Rate, Absolute Throttle Position, Oxygen sensor voltages/associated short term fuel trims, Fuel System status, Fuel Pressure. 
-For your vehicle to be OBD II compliant it must have a 16-pin DLC (Data Link Connector) under the dash and the Vehicle Emission Control Information Label must state that the vehicle is OBD II compliant Car supported: Audi, BMW,Chevrolet,Ford,Honda,Jeep,Kia, Land Rover, Lexus, Mazda, Nissan, Mitsubishi, Peugeot, Toyota, Volvo, VolksWagen 
-Supported platform: Android, Symbian, Windows Mobile, palm, pc, pocket pc Works on all Android Tab and Phones. Application can be downloaded from Google Play such as OBD Car Doctor, Torque Pro and Torque Lite. Pairing Code: 1234 
",https://www.jumia.com.eg/super-mini-elm327-bluetooth-with-power-switch-status-light-torque-elm327-mpg763123.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/170951/1.jpg?7945,Automobile,Tools & Equipment,4.2 out of 5,Jumia,True,True,"September 30,2021"
Elm Mini ELM OBD2 II Bluetooth Diagnostic Car Auto Interface Scanner,EGP,399,Elm,"-Read diagnostic trouble codes, both generic and manufacturer-specific, and display their meaning 
-(over 3000 generic code definitions in the database). 
-Display current sensor data, including: 
-Engine RPM 
-Calculated Load Value 
-Coolant Temperature 
-Fuel System Status 
-Vehicle Speed 
-Short Term Fuel Trim 
-Long Term Fuel Trim 
-Intake Manifold Pressure 
-Timing Advance 
-Intake Air Temperature 
-Air Flow Rate 
-Absolute Throttle Position 
-Oxygen sensor voltages/associated short term fuel trims 
-Fuel System status 
-Fuel Pressure 
-Supprots All Protocols: 
-SAE J1850 PWM (41.6 kbaud) 
-SAE J1850 VPW (10.4 kbaud) 
-ISO9141-2(5 baud init,10.4Kbaud) 
-ISO14230-4 KWP(5 baud init,10.4 Kbaud) 
-ISO14230-4 KWP(fast init,10.4 Kbaud) 
-ISO15765-4 CAN(11bit ID,500 Kbaud) 
-ISO15765-4 CAN(29bit ID,500 Kbaud) 
-ISO15765-4 CAN(11bit ID,250 Kbaud) 
-.ISO15765-4 CAN(29bit ID,250 Kbaud) 
-A.SAE J1939 CAN(29bit ID,250*Kbaud) 
-B.USER1 CAN(11*bit ID,125*Kbaud) 
-C.USER2 CAN(11*bit ID,50*kbaud) 
-*default settings (user adjustable) 
",https://www.jumia.com.eg/mini-elm-obd2-ii-bluetooth-diagnostic-car-auto-interface-scanner-elm-mpg182093.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/32515/1.jpg?6145,Automobile,Tools & Equipment,4.3 out of 5,Jumia,True,True,"September 30,2021"
Vgate ELM327 Protocols Car Auto Diagnostic Scan Tool,EGP,399,Vgate,"-تعمل على الهواتف الاندرويد 
-تقوم بقراءة ومحو الاعطال 
-يتم تحميل برنامج torque lite للاندرويد 
-سهولة فى الاستخدام 
-حجم صغير جدا مناسب للتنقل بها من مكان لاخر 
-تقوم بقراءة ومحو الاعطال 
-اغلاق لمبة ال check engine 
-عرض سرعة السيارة 
-سرعة المحرك 
-درجة حرارة مياة التبريد 
-قراءة بيانات بعض الحساسات 
-تعمل على سيارات بمخرج OBD II - 16 بنالجهاز لايعمل على الايفون 
-يقرأ جميع اعطال الموتور وحساسات الاكسجين من موديل 2001 
-لايعمل على السيارات التالية: دايو-بروتون-لانسر بومة-بريلياس-فليشيا -فابيا-فيفوريت-بيجو-تويوتا فانزا -اوبل قبل2009-اسبرانزا620-تريوس-رينو ميجان و كليو- سوزوكى- نيسانn16 
",https://www.jumia.com.eg/vgate-elm327-protocols-car-auto-diagnostic-scan-tool-13414534.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/541431/1.jpg?5994,Automobile,Tools & Equipment,5 out of 5,Jumia,True,True,"September 30,2021"
Elm327 Mini OBD2 II Bluetooth WIFI Diagnostic Car Auto Interface Scanner,EGP,390,Elm327,"-It is used to read & diagnose trouble codes, clear trouble codes and detect fuel pressure and so on. 
-Read diagnostic trouble codes, both generic and manufacturer-specific, and display their meaning (over 3000 generic code definitions in the database). 
-Clear trouble codes and turn off the MIL (""Check Engine"" light). 
-Display current sensor data, including: Engine RPM 
-Calculated Load Value 
-Coolant Temperature 
-Fuel System Status 
-Vehicle Speed 
-Short Term Fuel Trim 
-Long Term Fuel Trim 
-Intake Manifold Pressure 
-Timing Advance 
-Intake Air Temperature 
-Air Flow Rate 
-Absolute Throttle Position 
-Oxygen sensor voltages/associated short term fuel trims 
-Fuel System status 
-Fuel Pressure 
",https://www.jumia.com.eg/mini-obd2-ii-bluetooth-wifi-diagnostic-car-auto-interface-scanner-elm327-mpg806755.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/32515/1.jpg?1438,Automobile,Tools & Equipment,3.6 out of 5,Jumia,True,True,"September 30,2021"
Elm Advanced 327 V1.5 Mini Bluetooth Obd2 Protocol Auto Diagnostic Scanner,EGP,350,Elm,"-Brand: ELM 327 
-Type: Car Error Reader 
",https://www.jumia.com.eg/elm-advanced-327-v1.5-mini-bluetooth-obd2-protocol-auto-diagnostic-scanner-5152331.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/32515/1.jpg?6010,Automobile,Tools & Equipment,3.4 out of 5,Jumia,True,True,"September 30,2021"
Chi Brass Manifold Gauge Set ,EGP,300,Chi,"-SKU: CH451OT19F172NAFAMZ 
-Model: CT-536 
-Production Country: China 
-Color: نحاسى 
-Main Material: Metal 
-Care Label: يستخدم من قبل فنى متدرب على مهمات التبريد و التكييف 
",https://www.jumia.com.eg/chi-brass-manifold-gauge-set-1148267.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/28411/1.jpg?3270,Automobile,Tools & Equipment,4.2 out of 5,Jumia,True,True,"September 30,2021"
GIT GScan2 Trade Kit ODBII,EGP,17300,GIT,"-It works directly on the car without the need for external power supply or assistive devices. 
",https://www.jumia.com.eg/gscan2-trade-kit-odbii-git-mpg706414.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/171361/1.jpg?6807,Automobile,Tools & Equipment,0 out of 5,Jumia,True,True,"September 30,2021"
Chi R134A Cars Adjustable AC Quick Coupler Connectors - 2 Pcs,EGP,290,Chi,"-High & Low Couplers with Colored Knobs for Easy Identification 
-Quick, Easy Connect/Disconnect, High Flow Adjustable to fit different Valve Cores 
-This adapter is used for 1/4"" SAE Male Flare Fitting for Automobile A/C Service This adapter is used for connecting 1/4"" SAE hose 
-Fitting to R134a automobile refrigeration tank 
-Blue: Low side quick connector/adapter (1/4"" SAE male flare 
-Blue: Low side quick connector/adapter (1/4"" SAE male flare 
",https://www.jumia.com.eg/chi-r134a-cars-adjustable-ac-quick-coupler-connectors-2-pcs-20006547.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/560002/1.jpg?0192,Automobile,Tools & Equipment,0 out of 5,Jumia,True,True,"September 30,2021"
Elm327 BT White ELM 327 Code Reader V2.1 Bluetooth,EGP,277,Elm327,"-1.Read diagnostic trouble codes, both generic and manufacturer-specific, and display their meaning (over 3000 generic code definitions in the database). 
-2.Clear trouble codes and turn off the MIL (""Check Engine"" light) 
-3.Display current sensor data, including: 
-4.Engine RPM 
-5.Calculated Load Value 
-6.Coolant Temperature 
-8.Vehicle Speed 
-9.Short Term Fuel Trim 
",https://www.jumia.com.eg/elm327-bt-white-elm-327-code-reader-v2.1-bluetooth-19835435.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/453891/1.jpg?7496,Automobile,Tools & Equipment,4 out of 5,Jumia,True,True,"September 30,2021"
