Product Name,Product Currency,Product Price,Product Brand,Product Description,Product Page Link,Product Image Link,Category,Sub-Category,Rating,Source,Available,Delivery,Release Date
Fine Baby Diapers Mega Pack - Size 5 - 84 Diapers,EGP,200,Fine Baby,"-EXPERT APPROVED: The only baby diapers in the world recommended by the Medical Wellness Association. Fine Baby is the only baby product in the world that received ""Pediatric Product of the Year"" 
-HELP PROTECT YOUR BABY'S SOFT SKIN:  Fine Baby diapers are cushiony soft and enriched with chamomile to help moisturize your baby’s skin and protect against diaper rash. 
-STERILIZED: Every Fine Baby diaper goes through our patented Steripro process to ensure that only the most hygienic diapers touch your baby’s skin every time! 
-SMART LOCK TECHNOLOGY: Fine Baby's Smart Lock Technology will keep your newborn baby dry and comfortable. The diapers stretchy sides will provide comfort with every move. 
-DOUBLELOCK  BABY DIAPER TECHNOLOGY: Fine Baby's patented DoubleLock Technology prevents diaper leakage, helping your baby stay clean and fresh throughout the day 
",https://www.jumia.com.eg/fine-baby-diapers-mega-pack-size-5-84-diapers-21497471.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/479412/1.jpg?8525,Baby Products,Diapers,4.2 out of 5,Jumia,True,True,"September 30,2021"
"Pampers Extra Large Pants Diapers, Size 6 From Pampers- 3 Packs-144 Diapers",EGP,510,Pampers,"-The sight of your little one wriggling and rolling in laughter is as adorable as it gets, but while changing diapers – it’s another story. That is where Pampers Pants come in: with just one pull to put it on, your baby can now play and move around freely with minimum interruptions. Pampers Pants now come with revolutionary wetness-absorbing technology that helps distribute wetness evenly into 3 Extra Absorb Channels and locks it away, so they do not clump like other diapers. Additionally, the Micro Pearls lock wetness inside, offering up to 12 hours of dryness to help your baby sleep soundly all night. Made of breathable, cotton-like materials, Pampers Pants also feature flexible waistband and a soft belt and cuffs to provide even more comfort and fit. Make changing time quick and easy with Pampers Pants.3 Absorbing Channels: Even distribution for trusted dryness and less wet bulkBreathable soft belt and cuffs: Provide even more comfort and fitAbsorbent Micro-Pearls: Lock away the wetnessFlexible waistband: Adapts to baby's movementsSoft-Like-Cotton*: For your baby to feel comfortable all day (*product does not contain cotton)Breathable Materials: Keep your baby's skin feeling fresh all day long 
-3 Absorbing Channels: Even distribution for trusted dryness and less wet bulk 
-Breathable soft belt and cuffs: Provide even more comfort and fit 
-Absorbent Micro-Pearls: Lock away the wetness 
-Flexible waistband: Adapts to baby's movements 
-Soft-Like-Cotton*: For your baby to feel comfortable all day (*product does not contain cotton) 
-Breathable Materials: Keep your baby's skin feeling fresh all day long 
",https://www.jumia.com.eg/extra-large-pants-diapers-size-6-from-pampers-3-packs-144-diapers-pampers-mpg825623.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/744322/1.jpg?6465,Baby Products,Diapers,5 out of 5,Jumia,True,True,"September 30,2021"
Molfix Baby Diaper Junior - Size 5 - 30 Pcs,EGP,82,Molfix,"-SKU: MO711DI06KRJUNAFAMZ 
-Model: 6223006340589 
-Color: N/A 
-Main Material: N/A 
-Shop Type: Jumia Mall 
",https://www.jumia.com.eg/molfix-baby-diaper-junior-size-5-30-pcs-22564011.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/046522/1.jpg?7771,Baby Products,Diapers,0 out of 5,Jumia,True,True,"September 30,2021"
Bravo X Large Diapers – Size 5 - 40 Pcs,EGP,75,Bravo,"-X-Large Diapers 
-From 15 :25  KG 
-40PCS 
-Brand : bravo 
-Manufactured according to German technology 
",https://www.jumia.com.eg/bravo-x-large-diapers-size-5-40-pcs-15823715.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/732851/1.jpg?9846,Baby Products,Diapers,4.5 out of 5,Jumia,True,True,"September 30,2021"
Bonny Baby Diapers Jumbo Pack - New Born Size1 - 58+2 Pcs,EGP,85,Bonny,"-Diaper Size: 1 
-Baby Weight: 2 –5 kg 
-Cream Panthenol 
-Cream Beeswax 
-Absorbent grains sufficient for 12 hours. 
-A layer to distribute wetness and provide extra dryness. 
-Rubber ears at the back of bonny diapers fit to the child’s body and gives freedom in movement. 
-Closing system chik chalk. 
-A printed background layer and with cotton touch. 
-Fragrant cream, rich vitamins and a substances dealing with and prevent allergies 
-Containing a number of vitamins especially B5, which has a role in increasing the body’s immunity. 
",https://www.jumia.com.eg/bonny-baby-diapers-jumbo-pack-new-born-size1-582-pcs-8883076.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/03888/1.jpg?5239,Baby Products,Diapers,4.6 out of 5,Jumia,True,True,"September 30,2021"
Molfix Diapers - Size 6 - 48 Pcs,EGP,167,Molfix,"-Diapers - Size 6- 48 Pcs 
-Super smooth non-woven cloth top-sheet 
-Well breathable and absorbent 
-3D leak guard with multiple strands of elastic 
-Can efficiently prevent side leakage 
-Elastic waist band, well fit baby body for extra comfort. 
-Super Stretchy Sides 
-Refastenable colorful PP sticker assures re-adjustment at anytime 
",https://www.jumia.com.eg/diapers-size-6-48-pcs-molfix-mpg157358.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/090522/1.jpg?9584,Baby Products,Diapers,4.5 out of 5,Jumia,True,True,"September 30,2021"
Pampers Baby Diapers - Size 2 - 10 Pieces,EGP,24,Pampers,"-Air Channels: Allow air to flow to baby's skin for breathable dryness 
-Baby Lotion: Helps to protect baby's skin from rashes 
-Leakage Barriers: Great fit to help prevent leaks 
-Wetness indicator: lets you know when it might be time for a change 
-Top Dry Layer: Instantly absorbs wetness away from skin 
-Magic Gel: Locks away the wetness 
",https://www.jumia.com.eg/pampers-baby-diapers-size-2-10-pieces-14786686.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/668741/1.jpg?2837,Baby Products,Diapers,4.7 out of 5,Jumia,True,True,"September 30,2021"
Happy Day X X Large Diapers – Size 6 - 58+6 Pcs,EGP,125,Happy Day,"-XX-Large Diapers 
-From +16 Kg 
-58+6 Pcs 
-Brand : Happy day 
-Manufactured according to German technology 
",https://www.jumia.com.eg/happy-day-x-x-large-diapers-size-6-586-pcs-16391303.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/319361/1.jpg?3645,Baby Products,Diapers,4.1 out of 5,Jumia,True,True,"September 30,2021"
Molfix Baby Diaper Pants - Size 3 - 58 Pcs,EGP,203,Molfix,"-Up to 12 hours of dryness, in easy to change pants 
-The micro pearls absorb liquids up to 30 times their weight 
-Extra sleep-layer; quickly absorb liquids and locks them away from your baby's skin 
-Extra breathable: micropores enable vapour to travel from inside to outside of the diaper to help your baby stay dry 
",https://www.jumia.com.eg/baby-diaper-pants-size-3-58-pcs-molfix-mpg828219.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/965622/1.jpg?0587,Baby Products,Diapers,0 out of 5,Jumia,True,True,"September 30,2021"
Fine Baby Diapers Jumbo Pack - Size 2 - 64 Diapers,EGP,135,Fine Baby,"-EXPERT APPROVED: The only baby diapers in the world recommended by the Medical Wellness Association. Fine Baby is the only baby product in the world that received ""Pediatric Product of the Year"" 
-HELP PROTECT YOUR BABY'S SOFT SKIN:  Fine Baby diapers are cushiony soft and enriched with chamomile to help moisturize your baby’s skin and protect against diaper rash. 
-STERILIZED: Every Fine Baby diaper goes through our patented Steripro process to ensure that only the most hygienic diapers touch your baby’s skin every time! 
-SMART LOCK TECHNOLOGY: Fine Baby's Smart Lock Technology will keep your newborn baby dry and comfortable. The diapers stretchy sides will provide comfort with every move. 
-DOUBLELOCK  BABY DIAPER TECHNOLOGY: Fine Baby's patented DoubleLock Technology prevents diaper leakage, helping your baby stay clean and fresh throughout the day 
",https://www.jumia.com.eg/fine-baby-diapers-jumbo-pack-size-2-64-diapers-21497472.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/479412/1.jpg?8525,Baby Products,Diapers,0 out of 5,Jumia,True,True,"September 30,2021"
Pampers Premium Care Diaper - Size 5 - 60 Pcs,EGP,240,Pampers,"-SKU: PA778DI1622QANAFAMZ 
-Model: 01022312906 
-Production Country: Egypt 
",https://www.jumia.com.eg/pampers-premium-care-diaper-size-5-60-pcs-22704607.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/640722/1.jpg?5845,Baby Products,Diapers,0 out of 5,Jumia,True,True,"September 30,2021"
Molfix 3D Midi Diapers - Size 3 - 58 Pcs +Free Evony Mask - 5 Pieces,EGP,175,Molfix,"-Super smooth non-woven cloth top-sheet 
-Well breathable and absorbent 
-3D leak guard with multiple strands of elastic 
-Can efficiently prevent side leakage 
-Elastic waist band, well fit baby body for extra comfort. 
-Super Stretchy Sides 
-Refastenable colorful PP sticker assures re-adjustment at anytime 
",https://www.jumia.com.eg/molfix-3d-midi-diapers-size-3-58-pcs-free-evony-mask-5-pieces-22213320.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/331222/1.jpg?4024,Baby Products,Diapers,0 out of 5,Jumia,True,True,"September 30,2021"
Molfix Diapers - Size 6- 48Pcs,EGP,160,Molfix,"-Diapers - Size 6- 48 Pcs 
-Super smooth non-woven cloth top-sheet 
-Well breathable and absorbent 
-3D leak guard with multiple strands of elastic 
-Can efficiently prevent side leakage 
-Elastic waist band, well fit baby body for extra comfort. 
-Super Stretchy Sides 
-Refastenable colorful PP sticker assures re-adjustment at anytime 
",https://www.jumia.com.eg/diapers-size-6-48pcs-molfix-mpg717683.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/545412/1.jpg?8696,Baby Products,Diapers,1 out of 5,Jumia,True,True,"September 30,2021"
Bonny Baby Diapers Mega Pack - Maxi Size4 - 80 Pcs,EGP,140,Bonny,"-Absorbent gel balls sufficient for 12 hour 
-layer to distribute wetness and extra dryness 
-Tapes rubber to facilitate child movement 
-closure system chik-chak 
-The only diapers that contain Panthenol cream & Beeswax 
-Printed back sheet suitable for children 
",https://www.jumia.com.eg/bonny-baby-diapers-mega-pack-maxi-size4-80-pcs-17915621.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/651971/1.jpg?8625,Baby Products,Diapers,4 out of 5,Jumia,True,True,"September 30,2021"
Fine Baby Diapers Jumbo Pack - Size 3 - 64 Diapers,EGP,155,Fine Baby,"-EXPERT APPROVED: The only baby diapers in the world recommended by the Medical Wellness Association. Fine Baby is the only baby product in the world that received ""Pediatric Product of the Year"" 
-HELP PROTECT YOUR BABY'S SOFT SKIN:  Fine Baby diapers are cushiony soft and enriched with chamomile to help moisturize your baby’s skin and protect against diaper rash. 
-STERILIZED: Every Fine Baby diaper goes through our patented Steripro process to ensure that only the most hygienic diapers touch your baby’s skin every time! 
-SMART LOCK TECHNOLOGY: Fine Baby's Smart Lock Technology will keep your newborn baby dry and comfortable. The diapers stretchy sides will provide comfort with every move. 
-DOUBLELOCK  BABY DIAPER TECHNOLOGY: Fine Baby's patented DoubleLock Technology prevents diaper leakage, helping your baby stay clean and fresh throughout the day 
",https://www.jumia.com.eg/fine-baby-diapers-jumbo-pack-size-3-64-diapers-21497474.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/479412/1.jpg?8585,Baby Products,Diapers,0 out of 5,Jumia,True,True,"September 30,2021"
Bravo New Born Diapers - Size 1 -  40 Pcs,EGP,55,Bravo,"-New Born Diapers 
-From 2 : 5 KG 
-40PCS 
-Brand : bravo 
-Manufactured according to German technology 
",https://www.jumia.com.eg/bravo-new-born-diapers-size-1-40-pcs-15823488.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/432851/1.jpg?2036,Baby Products,Diapers,4.5 out of 5,Jumia,True,True,"September 30,2021"
Bonny Baby Diapers Jumbo Pack- Midi Size3 - 58 Pcs,EGP,110,Bonny,"-Diaper Size: 3 
-Baby Weight: 7 - 18 kg 
-Cream Panthenol 
-Cream Beeswax 
-Absorbent grains sufficient for 12 hours. 
-A layer to distribute wetness and provide extra dryness. 
-Rubber ears at the back of bonny diapers fit to the child’s body and gives freedom in movement. 
-Closing system chik chalk. 
-A printed background layer and with cotton touch. 
-Fragrant cream, rich vitamins and a substances dealing with and prevent allergies 
-Containing a number of vitamins especially B5, which has a role in increasing the body’s immunity. 
",https://www.jumia.com.eg/bonny-baby-diapers-jumbo-pack-midi-size3-58-pcs-8883079.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/03888/1.jpg?4485,Baby Products,Diapers,4.8 out of 5,Jumia,True,True,"September 30,2021"
Ibaby High Grade Potty Seat,EGP,350,Ibaby,"-Premium quality material ensures long lasting durability and extensive usage 
-Product has removable pot for quick and easy clean-up 
-Features compact and foldable design for easy transportation and storage 
",https://www.jumia.com.eg/high-grade-potty-seat-whitegreen-ibaby-mpg744749.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/546122/1.jpg?2129,Baby Products,Potty Training,5 out of 5,Jumia,True,True,"September 30,2021"
La Frutta Toilet Training Seat - La Frutta,EGP,77,La Frutta,"-Toilet Training Seat - La Frutta 
-This Toilet Training Set offers maximum comfort and safety fit. 
-The rounded corners and edges reduce the risk of injury and allow for easy cleaning. 
",https://www.jumia.com.eg/la-frutta-toilet-training-seat-la-frutta-21435725.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/753412/1.jpg?9207,Baby Products,Potty Training,4 out of 5,Jumia,True,True,"September 30,2021"
La Frutta Toilet Training Seat - Light Pink,EGP,75,La Frutta,"-This Toilet Training Set offers maximum comfort and safety fit. 
-The rounded corners and edges reduce the risk of injury and allow for easy cleaning. 
",https://www.jumia.com.eg/toilet-training-seat-light-pink-la-frutta-mpg769786.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/206112/1.jpg?2407,Baby Products,Potty Training,2.7 out of 5,Jumia,True,True,"September 30,2021"
Banana Portable Travel PottyWith 20 Potty Liners Disposable,EGP,250,Banana,"-Travel Potty, Tinabless Portable Folding Reusable Banana Travel Toilet Potty Training Seat for Toddlers with 20 Potty Liners Disposable 
-SAFE FOR YOUR BABY - This toilet potty training seat is made by polypropylene, non-toxic material. It's safe for your baby. The travel potty seat is suitable for toddlers who age above 12 months and up to 60 lbs. 
-PORTABLE AND FOLDABLE - This toddler toilet seat folds up pretty small size small makes it convenient to carry for outgoing or travelling. Unfolded Size is Small seat sized perfectly suitable for little bottoms and legs of kids. 
-APPLICABLE PLACE - This Portable Potty is great for travel or to take any place where you may not have access to a sanitary bathroom. Keep it in your car, boat, camper or RV for quick access when traveling, at the park or beach, or whenever the urgent need arises. 
-FREE DISPOSABLE POTTY LINERS - Comes with 20 leak-proof and easy-to-use disposable liners. Designed for standalone use with disposable bags anywhere. No more wiping out or cleaning a travel potty. 
-A GREAT BABY SHOWER GIFT - Spoil every new mommy and daddy with our portable toddler potty seat, which will help them deal with toilet-emergencies on-the-go and keep their toddlers happy 
-Easy to Use: 
-Step 1: Unfold the banana until it “clicks” into place. 
-Step 2: Open the side lids and insert the disposable bag. 
-Step 3: Once the process is over, remove the bag and throw it in the trash! 
-Portable: 
-It folds and fits easily in a diaper bag for easy carrying, provide a clean and sturdy potty for your child no matter where you are 
-A Great Baby Shower Gift: 
-Spoil every new mommy and daddy with our portable toddler potty seat, which will help them deal with toilet-emergencies on-the-go and keep their toddlers happy! 
",https://www.jumia.com.eg/banana-portable-travel-pottywith-20-potty-liners-disposable-20761536.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/516702/1.jpg?2206,Baby Products,Potty Training,0 out of 5,Jumia,True,True,"September 30,2021"
El Helal W El Negma Bambino Potty - Fuchsia,EGP,200,El Helal W El Negma,"-Comfortable for your child; ergonomic design with soft lines. 
-Practical for you; takes up minimal space and is easy to take with you. 
",https://www.jumia.com.eg/el-helal-w-el-negma-bambino-potty-fuchsia-20023122.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/132002/1.jpg?1543,Baby Products,Potty Training,3 out of 5,Jumia,True,True,"September 30,2021"
Matrix Toilet Seat - 30cm - White,EGP,285,Matrix,"-Anti-slip material 
-Width: 30 cm 
-Depth: 37 cm 
",https://www.jumia.com.eg/matrix-toilet-seat-30cm-white-2398137.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/18932/1.jpg?3274,Baby Products,Potty Training,3 out of 5,Jumia,True,True,"September 30,2021"
Banana Portable Travel PottyWith 20 Potty Liners Disposable,EGP,275,Banana,"-Travel Potty, Tinabless Portable Folding Reusable Banana Travel Toilet Potty Training Seat for Toddlers with 20 Potty Liners Disposable 
-SAFE FOR YOUR BABY - This toilet potty training seat is made by polypropylene, non-toxic material. It's safe for your baby. The travel potty seat is suitable for toddlers who age above 12 months and up to 60 lbs. 
-PORTABLE AND FOLDABLE - This toddler toilet seat folds up pretty small size small makes it convenient to carry for outgoing or travelling. Unfolded Size is Small seat sized perfectly suitable for little bottoms and legs of kids. 
-APPLICABLE PLACE - This Portable Potty is great for travel or to take any place where you may not have access to a sanitary bathroom. Keep it in your car, boat, camper or RV for quick access when traveling, at the park or beach, or whenever the urgent need arises. 
-FREE DISPOSABLE POTTY LINERS - Comes with 20 leak-proof and easy-to-use disposable liners. Designed for standalone use with disposable bags anywhere. No more wiping out or cleaning a travel potty. 
-A GREAT BABY SHOWER GIFT - Spoil every new mommy and daddy with our portable toddler potty seat, which will help them deal with toilet-emergencies on-the-go and keep their toddlers happy 
-Easy to Use: 
-Step 1: Unfold the banana until it “clicks” into place. 
-Step 2: Open the side lids and insert the disposable bag. 
-Step 3: Once the process is over, remove the bag and throw it in the trash! 
-Portable: 
-It folds and fits easily in a diaper bag for easy carrying, provide a clean and sturdy potty for your child no matter where you are 
-A Great Baby Shower Gift: 
-Spoil every new mommy and daddy with our portable toddler potty seat, which will help them deal with toilet-emergencies on-the-go and keep their toddlers happy! 
",https://www.jumia.com.eg/banana-portable-travel-pottywith-20-potty-liners-disposable-21105788.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/750112/1.jpg?2364,Baby Products,Potty Training,0 out of 5,Jumia,True,True,"September 30,2021"
Keeper Unicorn Step Stool With Anti-slip Function,EGP,229,Keeper,"-toilet training step stool. -- 
-Fun and reassuring for your child to be with their favourite Disney Character 
-Practical, portable and easy to clean. --Non Slip Feature. 
-Sturdy and safe. 
",https://www.jumia.com.eg/unicorn-step-stool-with-anti-slip-function-keeper-mpg770382.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/43966/1.jpg?1855,Baby Products,Potty Training,5 out of 5,Jumia,True,True,"September 30,2021"
Keeeper Okt8444 - Disney Mickey Step Stool,EGP,225,Keeeper,"-Color: Light Blue 
-Age group: 1 to 2 Years and Above 
-Length: 40 cm 
-Width: 28 cm 
-Height: 14 cm 
-Material: Polypropylene and Thermoplastic Rubber 
-Country of Origin: Poland 
",https://www.jumia.com.eg/keeeper-okt8444-disney-mickey-step-stool-10181611.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/618101/1.jpg?8970,Baby Products,Potty Training,0 out of 5,Jumia,True,True,"September 30,2021"
Ibaby Potty Seat For Children - Pink,EGP,310,Ibaby,"-Potty Seat 
-For Children 
",https://www.jumia.com.eg/potty-seat-for-children-pink-ibaby-mpg744927.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/546122/1.jpg?2129,Baby Products,Potty Training,0 out of 5,Jumia,True,True,"September 30,2021"
Fisher Price W4119 - Royal Step Stool Potty,EGP,570,Fisher Price,"-Target group: Unisex 
-Age: 3 Years 
-Weight: 90Kg 
-Lid folds down to convert to a sturdy stepstool 
-Potty ring removes for use on regular toilet seat 
",https://www.jumia.com.eg/w4119-royal-step-stool-potty-fisher-price-mpg737654.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/753391/1.jpg?4048,Baby Products,Potty Training,0 out of 5,Jumia,True,True,"September 30,2021"
Keeeper Okt1863 - Disney Frozen Step Stool - White,EGP,225,Keeeper,"-Color: White/Ice Blue 
-Age group: 1 to 2 Years and Above 
-Length: 40 cm 
-Width: 28 cm 
-Height: 14 cm 
-Material: Polypropylene and Thermoplastic Rubber 
-Country of Origin: Poland 
",https://www.jumia.com.eg/keeeper-okt1863-disney-frozen-step-stool-white-10181610.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/618101/1.jpg?8970,Baby Products,Potty Training,0 out of 5,Jumia,True,True,"September 30,2021"
Johnson's Baby Shampoo - 500ml + Gentle All Over Wipes - 72 Wipes + Sleep Time Baby Oil - 200ml,EGP,89,Johnson's,"-Brand: Johnson's 
-Name: Baby Shampoo + Gentle All Over Wipes + Sleep Time Baby Oil 
-Size: 500ml + 72 Wipes + 200ml 
",https://www.jumia.com.eg/johnsons-baby-shampoo-500ml-gentle-all-over-wipes-72-wipes-sleep-time-baby-oil-200ml-22652723.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/725622/1.jpg?6681,Baby Products,Bath Time,0 out of 5,Jumia,True,True,"September 30,2021"
Johnson's Baby Shampoo - 750ml,EGP,54,Johnson's,"-Made with NO MORE TEARS® formula that is gentle to the eyes as pure water 
-Free from Dyes, Parabens, Phthalates, Sulphates, and Alcohol 
-Gently cleanses fine hair and delicate scalp 
-Leaves hair soft, shiny and manageable and feeling healthy 
-Hypoallergenic & pH balanced 
-Paediatrician and dermatologist-tested 
",https://www.jumia.com.eg/baby-shampoo-750ml-johnsons-mpg710204.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/985712/1.jpg?1091,Baby Products,Bath Time,4.2 out of 5,Jumia,True,True,"September 30,2021"
Cantu Conditioning Detangler For Kids - 177 Ml,EGP,134,Cantu,"-Cantu care for kids conditioning detangle is specifically formulated for the needs of kids with textured hair 
-Calms tangles: Calm tangles to reduce breakage with the perfect blend of pure shea butter, coconut oil and honey formulated without harsh ingredients 
-Reduces breakage: Softens strands for easy-comb curls. Adds slip to the hair reducing breakage, infused with shea butter, coconut oil & honey 
",https://www.jumia.com.eg/conditioning-detangler-for-kids-177-ml-cantu-mpg689890.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/130401/1.jpg?1525,Baby Products,Bath Time,4.4 out of 5,Jumia,True,True,"September 30,2021"
Camay Dynamique Soap - 120 gm,EGP,5,Camay,"-Brand: Camay 
-Dynamique Soap - 120 gm 
",https://www.jumia.com.eg/dynamique-soap-120-gm-camay-mpg831344.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/008622/1.jpg?8726,Baby Products,Bath Time,4.3 out of 5,Jumia,True,True,"September 30,2021"
Dove Intensive Repair Shampoo For Women - 600 ml,EGP,70,Dove,"-Brand: Dove 
-Intensive Repair Shampoo For Women - 600 ml 
",https://www.jumia.com.eg/intensive-repair-shampoo-for-women-600-ml-dove-mpg831332.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/997622/1.jpg?9028,Baby Products,Bath Time,4.8 out of 5,Jumia,True,True,"September 30,2021"
Johnson's Baby Oil - 200ml,EGP,38,Johnson's,"-Clinically tested mildness formula 
-Free from dyes, parabens, phthalates and alcohol 
-Locks in 10x more moisture on wet skin than lotion can on dry skin 
-Protects delicate skin from dryness 
-Ideal for baby massage 
-Hypoallergenic 
-Pediatricians and dermatologists tested 
",https://www.jumia.com.eg/baby-oil-200ml-johnsons-mpg170746.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/985712/1.jpg?2915,Baby Products,Bath Time,5 out of 5,Jumia,True,True,"September 30,2021"
Johnson's Baby Sleep Time Shampoo - 500ml,EGP,50,Johnson's,"-Clinically proven mildness 
-NO MORE TEARS® formula is as gentle to the eyes as pure water 
-Enriched with soothing NaturalCalm™ essences 
-Gently cleanses to leave delicate skin and hair feeling healthy 
-Leaves hair feeling soft and shiny 
-Routine clinically proven to help baby sleep better 
-Free from Sulphates, Parabens, Alcohol and Dyes 
-Hypoallergenic & pH balanced 
-Paediatrician and dermatologist-tested 
",https://www.jumia.com.eg/johnsons-baby-sleep-time-shampoo-500ml-21235411.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/453212/1.jpg?2893,Baby Products,Bath Time,0 out of 5,Jumia,True,True,"September 30,2021"
Herbal Essences Bio:Renew Volume Arabica Coffee Fruit Conditioner - 400ml<br />,EGP,52,Herbal Essences,"-Herbal Essences bio:renew is crafted with a blend of essential antioxidant, aloe, and sea kelp 
-Contains 0% Colorants and Gluten 
-Herbal Essences bio:renew brings your hair back to life 
-Arabica Coffee Fruit conditioner helps boost hair volume 
-Safe for color-treated hair and pH-balanced 
-Experience the multi-layered scents of fizzy citrus, exotic spices and, creamy vanilla 
",https://www.jumia.com.eg/herbal-essences-biorenew-volume-arabica-coffee-fruit-conditioner-400mlbr-16617521.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/571661/1.jpg?2069,Baby Products,Bath Time,4.3 out of 5,Jumia,True,True,"September 30,2021"
Johnson's Baby Oil Moisturising - 75ml,EGP,20,Johnson's,"-Clinically proven mildness formula 
-Free from dyes, parabens, phthalates, and alcohol 
-Locks in 10x more moisture on wet skin than lotion can on dry skin 
-Protects delicate skin from dryness 
-Ideal for baby massage 
-Hypoallergenic 
-Paediatrician and dermatologist-tested 
",https://www.jumia.com.eg/johnsons-baby-oil-moisturising-75ml-21758964.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/985712/1.jpg?1020,Baby Products,Bath Time,4.8 out of 5,Jumia,True,True,"September 30,2021"
Lux Perfumed Hand Wash Soft Touch - 500ml,EGP,36,Lux,"-Brand: Lux 
-Perfumed Hand Wash Soft Touch - 500ml 
",https://www.jumia.com.eg/perfumed-hand-wash-soft-touch-500ml-lux-mpg831343.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/008622/1.jpg?9438,Baby Products,Bath Time,0 out of 5,Jumia,True,True,"September 30,2021"
Johnson's Baby Shampoo - 100ml,EGP,13,Johnson's,"-Made with NO MORE TEARS® formula that is gentle to the eyes as pure water 
-Free from Dyes, Parabens, Phthalates, Sulphates, and Alcohol 
-Gently cleanses fine hair and delicate scalp 
-Leaves hair soft, shiny and manageable and feeling healthy 
-Hypoallergenic & pH balanced 
-Paediatrician and dermatologist-tested 
",https://www.jumia.com.eg/baby-shampoo-100ml-johnsons-mpg736043.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/985712/1.jpg?1001,Baby Products,Bath Time,4.7 out of 5,Jumia,True,True,"September 30,2021"
Lux Soft Touch Moisturizing Body Wash with Loofah - 250 ml,EGP,25,Lux,"-Brand: Lux 
-Soft Touch Moisturizing Body Wash with Loofah - 250 ml 
",https://www.jumia.com.eg/soft-touch-moisturizing-body-wash-with-loofah-250-ml-lux-mpg831341.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/008622/1.jpg?9427,Baby Products,Bath Time,4.7 out of 5,Jumia,True,True,"September 30,2021"
Penduline Shampoo For Babies - 450Ml,EGP,115,Penduline,"-Shampoo For Babies 
-450Ml 
",https://www.jumia.com.eg/shampoo-for-babies-450ml-penduline-mpg174951.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/465522/1.jpg?3126,Baby Products,Bath Time,4.6 out of 5,Jumia,True,True,"September 30,2021"
